num,date,ur
879,19950605,https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1995-06-05
880,19950612,https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1995-06-12
881,19950619,https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1995-06-19
882,19950626,https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1995-06-26
883,19950703,https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1995-07-03
884,19950710,https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1995-07-10
885,19950717,https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1995-07-17
886,19950724,https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1995-07-24
887,19950731,https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1995-07-31
888,19950807,https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1995-08-07
889,19950814,https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1995-08-14
890,19950821,https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1995-08-21
891,19950828,https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1995-08-28
892,19950904,https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1995-09-04
893,19950911,https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1995-09-11
894,19950918,https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1995-09-18
895,19950925,https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1995-09-25
896,19951002,https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1995-10-02
897,19951009,https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1995-10-09
898,19951016,https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1995-10-16
899,19951023,https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1995-10-23
900,19951030,https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1995-10-30
901,19951106,https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1995-11-06
902,19951113,https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1995-11-13
903,19951120,https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1995-11-20
904,19951127,https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1995-11-27
905,19951204,https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1995-12-04
906,19951211,https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1995-12-11
907,19951218,https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1995-12-18
908,19951225,https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1995-12-25
909,19960101,https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1996-01-01
910,19960108,https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1996-01-08
911,19960115,https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1996-01-15
912,19960122,https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1996-01-22
913,19960129,https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1996-01-29
914,19960205,https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1996-02-05
915,19960212,https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1996-02-12
916,19960219,https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1996-02-19
917,19960226,https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1996-02-26
918,19960304,https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1996-03-04
919,19960311,https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1996-03-11
920,19960318,https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1996-03-18
921,19960325,https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1996-03-25
922,19960401,https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1996-04-01
923,19960408,https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1996-04-08
924,19960415,https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1996-04-15
925,19960422,https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1996-04-22
926,19960429,https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1996-04-29
927,19960506,https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1996-05-06
928,19960513,https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1996-05-13
929,19960520,https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1996-05-20
930,19960527,https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1996-05-27
931,19960603,https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1996-06-03
932,19960610,https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1996-06-10
933,19960617,https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1996-06-17
934,19960624,https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1996-06-24
935,19960701,https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1996-07-01
936,19960708,https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1996-07-08
937,19960715,https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1996-07-15
938,19960722,https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1996-07-22
939,19960729,https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1996-07-29
940,19960805,https://www.atptour.com/en/rankings/singles?rankRange=0-5000&dateWeek=1996-08-05
